file,question,answer
7149153537.csv,Nước trong hồ bơi có màu gì?,Nước trong hồ bơi có màu xanh ngọc lam nhạt.
7149153537.csv,Người đàn ông đang làm gì?,Người đàn ông đang bế một bé gái trong vòng tay của mình.
7149153537.csv,Trong ảnh có bao nhiêu người lớn?,Trong ảnh có hai người lớn.
7149153537.csv,Các trẻ nhỏ đang mặc áo màu gì?,Các trẻ nhỏ đang mặc áo màu hồng.
7149153537.csv,Đứa trẻ nào đang chỉ tay?,Một đứa trẻ đang chỉ tay.
7149153537.csv,Phần nền phía trên hồ bơi có màu gì?,Phần nền phía trên hồ bơi có màu trắng.
7149153537.csv,Trong ảnh có bao nhiêu người?,Có bốn người trong ảnh.
7149153537.csv,Đứa trẻ nào mặc áo màu hồng?,Đứa trẻ mà người đàn ông tóc đen đang ôm mặc áo màu hồng.
7149153537.csv,Màu nước hồ bơi là gì?,Nước hồ bơi có màu xanh lục nhạt.
7149153537.csv,Địa điểm trong ảnh là ở đâu?,Địa điểm có vẻ là một hồ bơi trong nhà.
7149153537.csv,Có bao nhiêu người lớn trong ảnh?,Có hai người lớn trong ảnh.
7149153537.csv,Trong ảnh có bao nhiêu người lớn?,Có hai người lớn trong ảnh.
7149153537.csv,Những người này đang ở đâu?,Họ đang ở trong một hồ bơi.
7149153537.csv,Có bao nhiêu em bé trong bức ảnh?,Có hai em bé trong bức ảnh.
7149153537.csv,Phía sau những người này là gì?,"Phía sau họ có một cấu trúc mờ, có thể là cửa sổ hoặc bao quanh."
7149153537.csv,Trong ảnh có bao nhiêu người?,Trong ảnh có bốn người.
7149153537.csv,Trẻ em trong ảnh đang mặc gì?,"Một trẻ mặc áo phao màu đỏ, một trẻ mặc đồ bơi màu hồng và tím."
7149153537.csv,Những người trong ảnh đang ở đâu?,Những người trong ảnh đang ở trong hồ bơi.
7149153537.csv,Có mấy người lớn trong ảnh?,Có hai người lớn trong ảnh.
7149153537.csv,Phông nền phía sau có màu gì?,Phông nền phía sau có màu trắng.
7149153537.csv,Có bao nhiêu người trong ảnh?,Có bốn người trong ảnh.
7149153537.csv,Màu sắc chủ đạo của đồ bơi trẻ em là gì?,Màu sắc chủ đạo của đồ bơi trẻ em là màu hồng.
7149153537.csv,Người lớn có tóc hay không có tóc?,Một người lớn có tóc và một người lớn không có tóc.
7149153537.csv,Mực nước trong hồ bơi cao đến đâu so với người lớn?,Mực nước trong hồ bơi cao đến ngang eo hoặc ngực của người lớn.
7149153537.csv,Những người trong ảnh đang ở đâu?,Những người trong ảnh đang ở trong một bể bơi.
7149153537.csv,Đứa trẻ nào đang mặc áo phao?,Đứa trẻ được người lớn tóc đen bế đang mặc áo phao tay màu hồng.
7149153537.csv,Màu của nước trong bể bơi là gì?,Màu của nước trong bể bơi là màu xanh lục nhạt.
7149153537.csv,Khung cảnh trong ảnh diễn ra ở trong nhà hay ngoài trời?,Khung cảnh trong ảnh diễn ra ở trong nhà.
7149153537.csv,Những người trong ảnh đang ở đâu?,Họ đang ở trong một hồ bơi trong nhà.
7149153537.csv,Có phải tất cả mọi người trong ảnh đều đang mặc áo bơi không?,"Không, không phải tất cả mọi người đều đang mặc áo bơi."
7149153537.csv,Có bao nhiêu em bé trong ảnh?,Có hai em bé trong ảnh.
7149153537.csv,Những người lớn đang làm gì với các em bé?,Họ đang bế các em bé.
7149153537.csv,Có bao nhiêu người trong bể bơi?,Có bốn người trong bể bơi.
7149153537.csv,Những người trong bể bơi là ai?,Có hai người lớn và hai trẻ nhỏ trong bể bơi.
7149153537.csv,Bé bên trái mặc áo màu gì?,Bé bên trái mặc áo màu hồng.
7149153537.csv,Bể bơi có màu gì?,Nước bể bơi có màu xanh lục lam.
7149153537.csv,Có cấu trúc gì phía sau bể bơi?,"Có một cấu trúc màu trắng, hơi mờ phía sau bể bơi."
7149153537.csv,Em bé bên trái mặc áo màu gì?,Em bé bên trái mặc áo màu hồng.
7149153537.csv,Có bao nhiêu người lớn trong hồ bơi?,Có hai người lớn trong hồ bơi.
7149153537.csv,Kiến trúc phía sau mọi người trông như thế nào?,Kiến trúc phía sau giống như một cái lều màu trắng.
7149153537.csv,Hành động chính đang diễn ra trong ảnh là gì?,Hành động chính là hai người lớn đang bế hai em bé trong hồ bơi.
7149153537.csv,Những ai đang ở trong hồ bơi?,Hai người lớn và hai em bé đang ở trong hồ bơi.
7149153537.csv,Người đàn ông đang đứng ở phía nào của bức ảnh?,Người đàn ông đang đứng ở phía bên phải của bức ảnh.
7149153537.csv,Có bao nhiêu em bé được nhìn thấy trong ảnh?,Có hai em bé được nhìn thấy trong ảnh.
7149153537.csv,Trong ảnh có bao nhiêu người?,Trong ảnh có ba người.
7149153537.csv,Đứa trẻ mặc áo màu gì?,Đứa trẻ mặc áo màu hồng và trắng.
7149153537.csv,Người đàn ông bên phải đang làm gì?,Người đàn ông bên phải đang bế một em bé.
7149153537.csv,Đứa trẻ bên trái đang làm gì?,Đứa trẻ bên trái đang giơ một cánh tay lên.
7149153537.csv,Có bao nhiêu người trong hồ bơi?,Có ba người trong hồ bơi.
7149153537.csv,Người đàn ông bên trái có màu da gì?,Người đàn ông bên trái có màu da ngăm.
7149153537.csv,"Ngoài người lớn và trẻ em, còn đối tượng nào khác trong ảnh?",Trong ảnh còn có hồ bơi và một bức tường trắng.
7149153537.csv,Địa điểm trong ảnh là ở đâu?,Địa điểm trong ảnh là ở bể bơi.
7149153537.csv,Một trong những người lớn đang làm gì?,Một trong những người lớn đang bế một em bé.
7149153537.csv,Bể bơi này ở trong nhà hay ngoài trời?,Bể bơi này có vẻ như ở trong nhà.
7149153537.csv,Bé gái mặc áo màu gì?,Bé gái mặc áo màu hồng.
7149153537.csv,Nước có màu gì?,Nước có màu xanh lục nhạt.
7149153537.csv,"Ngoài người lớn và trẻ em, còn có đồ vật gì trong ảnh?",Có một bức tường hoặc cấu trúc với một cửa sổ hoặc tấm che phía sau họ.
7149153537.csv,Đứa trẻ bên trái mặc gì?,Đứa trẻ bên trái mặc áo phao.
7149153537.csv,Đứa trẻ bên phải mặc đồ bơi màu gì?,Đứa trẻ bên phải mặc đồ bơi màu hồng và trắng.
7149153537.csv,Những người trong ảnh đang ở đâu?,Họ đang ở trong hồ bơi.
7149153537.csv,Người đàn ông bên trái có đặc điểm gì nổi bật?,Người đàn ông bên trái có mái tóc đen.
7149153537.csv,Đứa trẻ nhỏ mặc áo màu gì?,Đứa trẻ nhỏ mặc áo màu hồng.
7149153537.csv,Trẻ em trong ảnh có mặc áo phao bơi không?,Ít nhất một đứa trẻ mặc áo phao bơi màu hồng.
7149153537.csv,Hành động chính đang diễn ra trong ảnh là gì?,Người lớn đang bế trẻ em trong hồ bơi.
7149153537.csv,Hồ bơi trong ảnh có vẻ là ở trong nhà hay ngoài trời?,Hồ bơi có vẻ là ở trong nhà.
7149153537.csv,Nước trong hồ bơi có màu gì?,Nước trong hồ bơi có màu xanh lục nhạt.
7149153537.csv,Em bé nào đang mặc áo phao?,Một em bé đang mặc áo phao màu hồng.
7149153537.csv,Nước trong hồ bơi có màu gì?,Nước có màu xanh lục nhạt.
7149153537.csv,Tổng cộng có bao nhiêu người trong ảnh?,Tổng cộng có bốn người trong ảnh.
7149153537.csv,Những người trong ảnh đang ở đâu?,Những người trong ảnh đang ở trong một hồ bơi.
7149153537.csv,Một trong hai đứa trẻ đang mặc đồ bơi màu gì?,Một trong hai đứa trẻ đang mặc đồ bơi màu hồng.
7149153537.csv,Trong ảnh có bao nhiêu người đàn ông?,Có hai người đàn ông trong ảnh.
7149153537.csv,Hồ bơi ở trong nhà hay ngoài trời?,Hồ bơi có vẻ ở trong nhà.
7149153537.csv,Tóc của người đàn ông bên trái màu gì?,Tóc của người đàn ông bên trái màu đen.
7149153537.csv,Có bao nhiêu đứa trẻ trong ảnh?,Có hai đứa trẻ trong ảnh.
7149153537.csv,Hai người đàn ông đang ở đâu?,Hai người đàn ông đang ở trong hồ bơi.
7149153537.csv,Người đàn ông bên trái đang cầm vật gì?,Người đàn ông bên trái có vẻ như đang cầm một vật màu đỏ.
7149153537.csv,Có biển báo số mấy trong hồ bơi?,Có biển báo số 4 trong hồ bơi.
7149153537.csv,Có bao nhiêu người trong hồ bơi?,Có ba người trong hồ bơi: hai người đàn ông và một em bé.
7149153537.csv,Vị trí của hồ bơi là ở đâu?,Hồ bơi có vẻ như ở trong nhà.
7149153537.csv,Người đàn ông bên trái có đặc điểm gì nổi bật?,Người đàn ông bên trái có tóc đen và đang ở gần một đứa trẻ.
7149153537.csv,Người đàn ông bên phải đang làm gì?,Người đàn ông bên phải đang bế một em bé trong nước.
7149153537.csv,Màu sắc của tường hoặc trần nhà phía sau là gì?,Tường hoặc trần nhà phía sau có màu trắng.
7149153537.csv,Đứa trẻ bên trái đang mặc gì?,Đứa trẻ bên trái đang đeo kính bơi và mặc áo phao màu hồng.
7149153537.csv,Hai người đàn ông có đang nhìn nhau không?,"Có, hai người đàn ông đang đối diện nhau."
7149153537.csv,Hồ bơi này có vẻ là trong nhà hay ngoài trời?,"Hồ bơi này có vẻ là trong nhà, có một lớp bao trong mờ ở phía sau."
7149153537.csv,Có bao nhiêu em bé trong bức ảnh?,Có một em bé trong bức ảnh.
7149153537.csv,Có phải tất cả mọi người trong ảnh đều là người lớn không?,"Không, có hai người lớn và hai trẻ em."
7149153537.csv,Mực nước trong hồ bơi cao đến đâu?,Mực nước cao khoảng ngang ngực người lớn.
7149153537.csv,Hồ bơi có đặc điểm gì nổi bật?,Hồ bơi có viền và nền lát gạch.
7149153537.csv,Trong ảnh có bao nhiêu người?,Có ít nhất bốn người trong ảnh.
7149153537.csv,Bé gái mặc áo phao màu gì?,Bé gái mặc áo phao màu hồng.
7149153537.csv,Có bao nhiêu người đàn ông trong ảnh?,Có ít nhất hai người đàn ông trong ảnh.
7149153537.csv,Phông nền phía sau là màu gì?,Phông nền phía sau là màu trắng.
7149153537.csv,Trong ảnh có bao nhiêu người lớn?,Có ba người lớn trong ảnh.
7149153537.csv,Họ đang ở đâu?,Họ đang ở trong một hồ bơi.
7149153537.csv,Nước trong hồ bơi có màu gì?,Nước trong hồ bơi có màu xanh lục lam.
7149153537.csv,Có bao nhiêu người trong bể bơi?,Có ba người trong bể bơi.
7149153537.csv,Màu da của người đàn ông bên trái là gì?,Người đàn ông bên trái có màu da ngăm.
7149153537.csv,Người đàn ông bên phải có đặc điểm gì về tóc?,Người đàn ông bên phải bị hói.
7149153537.csv,Màu nước trong bể bơi là gì?,Nước trong bể bơi có màu xanh lục đục.
7149153537.csv,Số nào được nhìn thấy ở bên cạnh bể bơi?,Số 4 được nhìn thấy ở bên cạnh bể bơi.
7149153537.csv,Người đàn ông da ngăm đang nhìn về hướng nào?,Người đàn ông da ngăm đang nhìn về bên phải khung hình.
7149153537.csv,Bể bơi này có vẻ là trong nhà hay ngoài trời?,"Có vẻ là bể bơi trong nhà, vì có một bức tường hoặc hàng rào ở phía sau."
7149153537.csv,Người đàn ông da trắng đang làm gì?,Người đàn ông da trắng đang bế một đứa trẻ.
7149153537.csv,Có con số nào xuất hiện trong ảnh không? Nếu có thì đó là số mấy?,"Có, số '4' xuất hiện ở phía sau, trên bức tường hoặc hàng rào."
7149153537.csv,Màu da của người đàn ông trưởng thành bên trái là gì?,Màu da của người đàn ông trưởng thành bên trái là ngăm đen.
7149153537.csv,Có bao nhiêu đứa trẻ da trắng trong hồ bơi?,Có hai đứa trẻ da trắng trong hồ bơi.
7149153537.csv,Có vẻ như hồ bơi này ở trong nhà hay ngoài trời?,Có vẻ như hồ bơi này ở trong nhà.
7149153537.csv,Có bao nhiêu người đàn ông trong ảnh?,Có hai người đàn ông trong ảnh.
7149153537.csv,Một trong những đứa trẻ mặc đồ bơi màu gì?,Có vẻ như đứa trẻ đó mặc đồ bơi màu đỏ.
7149153537.csv,Hồ bơi này có vẻ là trong nhà hay ngoài trời?,Hồ bơi có vẻ là trong nhà.
7149153537.csv,Hành động chính trong ảnh là gì?,Hành động chính là mọi người đang bơi hoặc vui chơi trong hồ bơi.
7149153537.csv,Người đàn ông bên trái có đặc điểm gì nổi bật?,Người đàn ông bên trái có mái tóc đen và làn da sẫm màu.
7149153537.csv,Hồ bơi này có vẻ ở trong nhà hay ngoài trời?,Hồ bơi có vẻ ở trong nhà hoặc có mái che.
7149153537.csv,Ai đang đứng cạnh người đàn ông bên trái?,Một bé gái tóc đen đang đứng cạnh người đàn ông bên trái.
7149153537.csv,Những người này đang ở đâu?,Họ đang ở trong một bể bơi.
7149153537.csv,Màu sắc chủ đạo của nước trong bể bơi là gì?,Màu sắc chủ đạo của nước là màu xanh.
7149153537.csv,Có những ai đang bế em bé hoặc trẻ nhỏ?,Một người đàn ông có làn da sáng màu hơn đang bế một em bé hoặc trẻ nhỏ.
7149153537.csv,Trên tường có số gì?,Trên tường có số 4.
7149153537.csv,Có bao nhiêu người trong hồ bơi?,Có ít nhất bốn người trong hồ bơi.
7149153537.csv,Màu nước hồ bơi là gì?,Màu nước hồ bơi là xanh ngọc lam.
7149153537.csv,Có vẻ như người lớn đang làm gì với trẻ em?,Có vẻ như người lớn đang tương tác với trẻ em.
7149153537.csv,Phía sau những người này có gì?,Phía sau họ có mép hồ bơi và có thể có tấm che hoặc vách ngăn.
